Source Plate Barcode,Source Well,Destination Plate Barcode,Destination Well,Transfer Volume,Offset
source_A_L1,A13,dest_EY_A_P2,A1,500
source_A_L1,A15,dest_EY_A_P2,A1,500
source_A_L1,B5,dest_EY_A_P2,A1,500
source_A_L1,B7,dest_EY_A_P2,A1,500
source_A_L1,A9,dest_EY_A_P2,A1,500
source_A_L1,B11,dest_EY_A_P2,A1,500
source_A_L1,B13,dest_EY_A_P2,A1,500
source_A_L1,B19,dest_EY_A_P2,A1,500
source_A_L1,C1,dest_EY_A_P2,A1,500
source_A_L1,A13,dest_EY_A_P2,A2,500
source_A_L1,A15,dest_EY_A_P2,A2,500
source_A_L1,A17,dest_EY_A_P2,A2,500
source_A_L1,B7,dest_EY_A_P2,A2,500
source_A_L1,B9,dest_EY_A_P2,A2,500
source_A_L1,A23,dest_EY_A_P2,A2,500
source_A_L1,B13,dest_EY_A_P2,A2,500
source_A_L1,B19,dest_EY_A_P2,A2,500
source_A_L1,C1,dest_EY_A_P2,A2,500
source_A_L1,B1,dest_EY_A_P2,A3,500
source_A_L1,A15,dest_EY_A_P2,A3,500
source_A_L1,A17,dest_EY_A_P2,A3,500
source_A_L1,B7,dest_EY_A_P2,A3,500
source_A_L1,B9,dest_EY_A_P2,A3,500
source_A_L1,B11,dest_EY_A_P2,A3,500
source_A_L1,B13,dest_EY_A_P2,A3,500
source_A_L1,B19,dest_EY_A_P2,A3,500
source_A_L1,C1,dest_EY_A_P2,A3,500
source_A_L1,A13,dest_EY_A_P2,A4,500
source_A_L1,A15,dest_EY_A_P2,A4,500
source_A_L1,B5,dest_EY_A_P2,A4,500
source_A_L1,B7,dest_EY_A_P2,A4,500
source_A_L1,B9,dest_EY_A_P2,A4,500
source_A_L1,A23,dest_EY_A_P2,A4,500
source_A_L1,B13,dest_EY_A_P2,A4,500
source_A_L1,B19,dest_EY_A_P2,A4,500
source_A_L1,C1,dest_EY_A_P2,A4,500
source_A_L1,A13,dest_EY_A_P2,A5,500
source_A_L1,B3,dest_EY_A_P2,A5,500
source_A_L1,B5,dest_EY_A_P2,A5,500
source_A_L1,A19,dest_EY_A_P2,A5,500
source_A_L1,A9,dest_EY_A_P2,A5,500
source_A_L1,A23,dest_EY_A_P2,A5,500
source_A_L1,B13,dest_EY_A_P2,A5,500
source_A_L1,B19,dest_EY_A_P2,A5,500
source_A_L1,C1,dest_EY_A_P2,A5,500
source_A_L1,B1,dest_EY_A_P2,A6,500
source_A_L1,B3,dest_EY_A_P2,A6,500
source_A_L1,A17,dest_EY_A_P2,A6,500
source_A_L1,A19,dest_EY_A_P2,A6,500
source_A_L1,B9,dest_EY_A_P2,A6,500
source_A_L1,A23,dest_EY_A_P2,A6,500
source_A_L1,B13,dest_EY_A_P2,A6,500
source_A_L1,B19,dest_EY_A_P2,A6,500
source_A_L1,C1,dest_EY_A_P2,A6,500
source_A_L1,B1,dest_EY_A_P2,A7,500
source_A_L1,A15,dest_EY_A_P2,A7,500
source_A_L1,B5,dest_EY_A_P2,A7,500
source_A_L1,A19,dest_EY_A_P2,A7,500
source_A_L1,B9,dest_EY_A_P2,A7,500
source_A_L1,B11,dest_EY_A_P2,A7,500
source_A_L1,B13,dest_EY_A_P2,A7,500
source_A_L1,B19,dest_EY_A_P2,A7,500
source_A_L1,C1,dest_EY_A_P2,A7,500
source_A_L1,A13,dest_EY_A_P2,A8,500
source_A_L1,A15,dest_EY_A_P2,A8,500
source_A_L1,B5,dest_EY_A_P2,A8,500
source_A_L1,B7,dest_EY_A_P2,A8,500
source_A_L1,B9,dest_EY_A_P2,A8,500
source_A_L1,B11,dest_EY_A_P2,A8,500
source_A_L1,B13,dest_EY_A_P2,A8,500
source_A_L1,B19,dest_EY_A_P2,A8,500
source_A_L1,C1,dest_EY_A_P2,A8,500
source_A_L1,B1,dest_EY_A_P2,A9,500
source_A_L1,B3,dest_EY_A_P2,A9,500
source_A_L1,A17,dest_EY_A_P2,A9,500
source_A_L1,A19,dest_EY_A_P2,A9,500
source_A_L1,B9,dest_EY_A_P2,A9,500
source_A_L1,B11,dest_EY_A_P2,A9,500
source_A_L1,B13,dest_EY_A_P2,A9,500
source_A_L1,B19,dest_EY_A_P2,A9,500
source_A_L1,C1,dest_EY_A_P2,A9,500
source_A_L1,A13,dest_EY_A_P2,A10,500
source_A_L1,B3,dest_EY_A_P2,A10,500
source_A_L1,B5,dest_EY_A_P2,A10,500
source_A_L1,A19,dest_EY_A_P2,A10,500
source_A_L1,B9,dest_EY_A_P2,A10,500
source_A_L1,A23,dest_EY_A_P2,A10,500
source_A_L1,B13,dest_EY_A_P2,A10,500
source_A_L1,B19,dest_EY_A_P2,A10,500
source_A_L1,C1,dest_EY_A_P2,A10,500
source_A_L1,B1,dest_EY_A_P2,A11,500
source_A_L1,B3,dest_EY_A_P2,A11,500
source_A_L1,B5,dest_EY_A_P2,A11,500
source_A_L1,B7,dest_EY_A_P2,A11,500
source_A_L1,A9,dest_EY_A_P2,A11,500
source_A_L1,B11,dest_EY_A_P2,A11,500
source_A_L1,B13,dest_EY_A_P2,A11,500
source_A_L1,B19,dest_EY_A_P2,A11,500
source_A_L1,C1,dest_EY_A_P2,A11,500
source_A_L1,A13,dest_EY_A_P2,A12,500
source_A_L1,B3,dest_EY_A_P2,A12,500
source_A_L1,A17,dest_EY_A_P2,A12,500
source_A_L1,B7,dest_EY_A_P2,A12,500
source_A_L1,A9,dest_EY_A_P2,A12,500
source_A_L1,A23,dest_EY_A_P2,A12,500
source_A_L1,B13,dest_EY_A_P2,A12,500
source_A_L1,B19,dest_EY_A_P2,A12,500
source_A_L1,C1,dest_EY_A_P2,A12,500
source_A_L1,B1,dest_EY_A_P2,B1,500
source_A_L1,A15,dest_EY_A_P2,B1,500
source_A_L1,B5,dest_EY_A_P2,B1,500
source_A_L1,A19,dest_EY_A_P2,B1,500
source_A_L1,B9,dest_EY_A_P2,B1,500
source_A_L1,A23,dest_EY_A_P2,B1,500
source_A_L1,B13,dest_EY_A_P2,B1,500
source_A_L1,B19,dest_EY_A_P2,B1,500
source_A_L1,C1,dest_EY_A_P2,B1,500
